Title,Release Year,Locations,Coordinates
Sudden Fear,1952,"Brocklebank Apartments (1000 Mason Street), San Francisco",37.7931691 -122.4105791
Sudden Fear,1952,"2800 Scott Street, San Francisco",37.7957424 -122.4399559
Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar , San Francisco",37.7848836 -122.50751
Sudden Impact,1983,"Mt. Davidson, San Francisco",37.7383333 -122.4533333
Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA), San Francisco",37.728058 -122.392734
Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill), San Francisco",37.79150509999999 -122.4104582
Sudden Impact,1983,"Hall of Justice (850 Bryant Street), San Francisco",37.775471 -122.4037169
Sudden Impact,1983,"Ferry Plaza, San Francisco",37.7955703 -122.3933208
Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
Sudden Impact,1983,"Civic Center Plaza, San Francisco",37.7795107 -122.4176677
Sudden Impact,1983,"The Embarcadero/Ferry Building, San Francisco",37.7955703 -122.3933208
Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf), San Francisco",37.8064014 -122.421656
Sudden Impact,1983,"Pier 38-40, The Embarcadero, San Francisco",37.7825065 -122.387181
Summertime,2015,"Fisherman's Wharf pier near Chapel (Port Walk #19), San Francisco",37.80867300000001 -122.409821
Summertime,2015,"Oasis Nightclub (298 11th St), San Francisco",37.771972 -122.4144509
Summertime,2015,"Broadway and Taylor St Intersection, San Francisco",37.797071 -122.413562
Summertime,2015,"Turk St between Lyon and Baker St, San Francisco",37.7789663 -122.4434129
Summertime,2015,"Buena Vista East & Duboce; Buena Vista East & Haight, San Francisco",37.7690523 -122.4383774
Summertime,2015,"Love Street Vintage (1506 Haight & adjacent Haight sidewalk_, San Francisco",37.7700881 -122.4472166
Summertime,2015,"Alamo Square , San Francisco",37.7774994 -122.433252
Summertime,2015,"Stanyan & Belgrave, San Francisco",37.7594733 -122.4515737
Summertime,2015,"Sansome (Washington to Bush) Pine (Davis to Kearny) Bush: Kearny to Battery, San Francisco",37.7979131 -122.4021425
Summertime,2015,"Chinatown (Stockton @ Jackson & Jackson toward Grant, San Francisco",37.7940644 -122.4079215
Summertime,2015,"Montgomery between California and Pine, San Francisco",37.79207900000001 -122.4025092
Summertime,2015,"20th St and Church (3885 20th St), San Francisco",37.758514 -122.4199721
Summertime,2015,"Duboce Park, San Francisco",37.76955100000001 -122.433214
Summertime,2015,"53 Potomac St, San Francisco",37.769982 -122.4327866
Superman,1978,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Susan Slade,1961,"On Board the SS President Cleveland, docked at Pier 50, San Francisco",37.7739371 -122.3848022
Sweet November,2001,"Marquee Lofts (1000 Van Ness Avenue at Alice B. Toklas Place), San Francisco",37.7851045 -122.4205194
Sweet November,2001,"Hotel Majestic (1500 Sutter Street), San Francisco",37.7872514 -122.425517
Sweet November,2001,"Foote, Cone & Belding (733 Front Street at Pacific), San Francisco",37.7980676 -122.4000917
Sweet November,2001,"Farley's Caf� (1315 18th Street Near Missouri), San Francisco",37.7624718 -122.3959956
Sweet November,2001,"Citicorp Center (1 Sansome Street at Sutter) , San Francisco",37.7904462 -122.4011537
Sweet November,2001,"Christopher's Books (1400 18th Street), San Francisco",37.7626784 -122.3966969
Sweet November,2001,"Chrissy Field, San Francisco",37.8040257 -122.4650165
Sweet November,2001,"Blooms Saloon (18th Street between Missouri and Texas Streets), San Francisco",37.7627985 -122.3960369
Sweet November,2001,"Mission Dolores Park (Mission District), San Francisco",37.7596168 -122.4269038
Swing,2003,"Broadway Studios (435 Broadway at Montgomery Street), San Francisco",37.7980293 -122.4044496
Swing,2003,"Regency Building (1290 Sutter Street), San Francisco",37.7879104 -122.4215079
Swingin' Along,1961,"Powell Street, San Francisco",37.796504 -122.4100932
Take the Money and Run,1969,"Mission Street, San Francisco",37.7385782 -122.423994
Take the Money and Run,1969,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
Take the Money and Run,1969,"Bank of America (1455 Stockton Street), San Francisco",37.799276 -122.409215
Terminator - Genisys,2015,"16th and Utah, San Francisco",37.7658488 -122.406571
Terminator - Genisys,2015,"Van Ness between Fell and Lombard, San Francisco",37.8021954 -122.4244616
Terminator - Genisys,2015,"California between Leavenworth and Powell, San Francisco",37.796504 -122.4100932
Terminator - Genisys,2015,"Mission at 1st and 2nd, San Francisco",37.7901104 -122.3976161
Terminator - Genisys,2015,"Market at Mason, San Francisco",37.7832203 -122.4090909
Terminator - Genisys,2015,"California at Larkin, San Francisco",37.790797 -122.4190635
Terminator - Genisys,2015,"California at Jones, San Francisco",37.791424 -122.4141308
Terminator - Genisys,2015,"Pine and Leavenworth, San Francisco",37.7902649 -122.4155825
Terminator - Genisys,2015,"Howard St. from Embarcadero to 11 St., San Francisco",37.7728376 -122.4154505
Terminator - Genisys,2015,"Construction Site in front of 260 Stockton St. at Post St., San Francisco",37.7883245 -122.4065008
Terminator - Genisys,2015,"California St. between Drumm St. and Kearny St., San Francisco",37.7921673 -122.4046414
Terminator - Genisys,2015,"Market St. at Embarcadero area, San Francisco",37.7734494 -122.4213231
Terminator - Genisys,2015,"Pine St. between Market and Kearny, San Francisco",37.7916933 -122.4042585
Terminator - Genisys,2015,"Front St. between Market and Clay, San Francisco",37.7951949 -122.3991761
Terminator - Genisys,2015,"Union Square, San Francisco",37.7879797 -122.4075169
Terminator - Genisys,2015,"San Francisco - Oakland Bay Bridge, San Francisco",37.8009074 -122.3749732
Terminator - Genisys,2015,"Mission St., Embarcadero, and Front between Clay and Market, San Francisco",37.7385782 -122.423994
Terminator - Genisys,2015,"Sutter Stockton Garage, San Francisco",37.7900691 -122.4064769
Terminator - Genisys,2015,"Bush St. at Stockton St., San Francisco",37.790372 -122.4071706
Terminator - Genisys,2015,"Powell St at Geary St, San Francisco",37.7873778 -122.4082389
Terminator - Genisys,2015,"1 Market St. Landmark Building, San Francisco",37.7941414 -122.3947602
Terminator - Genisys,2015,"Embarcadero between Pier 2 and Harrison, San Francisco",37.789222 -122.38777
Terminator - Genisys,2015,"Pier 14, San Francisco",37.794042 -122.3905325
Terminator - Genisys,2015,"Pine St. between Market and Montgomery, San Francisco",37.7919106 -122.4025966
The Assassination of Richard Nixon,2004,"Tosca Caf� (242 Columbus Avenue, North Beach), San Francisco",37.7976266 -122.4058736
The Assassination of Richard Nixon,2004,"766 Sutter Street, San Francisco",37.7890304 -122.4131455
The Bachelor,1999,"Merchant Exchange (465 California Street at Leidesdorff), San Francisco",37.7927806 -122.402175
The Dead Pool,1988,"Hall of Justice (850 Bryant Street), San Francisco",37.775471 -122.4037169
The Bachelor,1999,"Washington Square Park (North Beach), San Francisco",37.8008473 -122.4099791
The Bachelor,1999,"Sutter-Stockton Garage (330 Sutter Street at Stockton), San Francisco",37.7900691 -122.4064769
The Bachelor,1999,"Stockton Tunnel (Stockton Street at Sutter Street), San Francisco",37.7901093 -122.4070453
The Bachelor,1999,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park), San Francisco",37.7698293 -122.466105
The Bachelor,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",37.8013901 -122.4101618
The Bachelor,1999,"Roof of Cable Car (California at Front Street), San Francisco",37.79125 -122.4173046
The Bachelor,1999,"Pacific Stock Exchange (301 Pine Street at Sansome), San Francisco",37.7916676 -122.4012528
The Bachelor,1999,"Nina M. Designs (52 2nd Street at Jessie), San Francisco",37.7975132 -122.4337052
The Bachelor,1999,"Moose's Restaurant (1652 Stockton), San Francisco",37.8011609 -122.4090968
The Bachelor,1999,"Mama's Restaurant (1701 Stockton), San Francisco",37.8015323 -122.4095835
The Bachelor,1999,"Danilo's Bakery (Green Street & Bannam Place), San Francisco",37.8015276 -122.409271
The Bachelor,1999,"Columbus Avenue at Green & Stockton, San Francisco",37.7994642 -122.40891
The Birds,1963,"Powell and Geary Streets (Union Square), San Francisco",37.7873778 -122.4082389
The Bridge,2006,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
The Caine Mutiny,1954,"The Embarcadero, San Francisco",37.7992627 -122.3976732
The Caine Mutiny,1954,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
The Candidate,1972,"Westin St. Francis Hotel (335 Powell Street, Union Square), San Francisco",37.7877881 -122.4088321
The Competition,1980,"Pier 39, San Francisco",37.80867300000001 -122.409821
The Competition,1980,"California Academy of Sciences (Golden Gate Park), San Francisco",37.7698646 -122.4660947
The Conversation,1974,"American Roofing Co. Building (297 Kansas Street, Potrero Hill), San Francisco",37.7662435 -122.4031255
The Conversation,1974,"Alta Plaza Park (Steiner Street), San Francisco",37.7911417 -122.4376241
The Conversation,1974,"Alcoa Building (1 Maritime Plaza), San Francisco",37.7956599 -122.3992066
The Conversation,1974,"Alamo Square (Hayes Valley), San Francisco",37.7760376 -122.4274364
The Conversation,1974,"Westin St. Francis Hotel (335 Powell Street, Union Square), San Francisco",37.7877881 -122.4088321
The Conversation,1974,"Union Square, San Francisco",37.7879797 -122.4075169
The Conversation,1974,"Saks Fifth Avenue (384 Post Street, Union Square), San Francisco",37.7886037 -122.4081067
The Conversation,1974,"One Embarcadero Center (Financial District), San Francisco",37.7946507 -122.3998262
The Conversation,1974,"Neiman Marcus (150 Stockton Street, Union Square), San Francisco",37.7873579 -122.4060936
The Conversation,1974,"Financial District, San Francisco",37.7945742 -122.3999445
The Conversation,1974,"Cathedral Hill Hotel (1101 Van Ness Avenue, Civic Center), San Francisco",37.786072 -122.421706
The Core,2003,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
The Dead Pool,1988,"San Francisco Drydock (The Dogpatch), San Francisco",37.7992214 -122.4353696
The Dead Pool,1988,"Washington Square Park (North Beach), San Francisco",37.8008473 -122.4099791
The Dead Pool,1988,"One Thousand Powell Apartments (1000 Powell Street), San Francisco",37.7941048 -122.4093554
The Dead Pool,1988,"The Cannery (281 Leavenworth Street, Fisherman's Wharf), San Francisco",37.8072893 -122.4194343
The Dead Pool,1988,"Portsmouth Square (Chinatown), San Francisco",37.7950204 -122.4055424
The Dead Pool,1988,"Pierce St. & Golden Gate Avenue (Hayes Valley), San Francisco",37.7791548 -122.4352667
The Dead Pool,1988,"Pierce & California Streets (Pacific Heights), San Francisco",37.7929391 -122.4380469
The Dead Pool,1988,"Pier 3 (The Embarcadero), San Francisco",37.7980305 -122.394973
The Dead Pool,1988,"New Asia Restaurant (772 Pacific Avenue at Grant), San Francisco",37.7968511 -122.4079993
The Dead Pool,1988,"Nam Yuen Restaurant (740 Washington Street, Chinatown), San Francisco",37.7953019 -122.4058351
The Dead Pool,1988,"Mirant Energy, LLC (1301 Illinois Street, The Dogpatch), San Francisco",37.7561106 -122.3871527
The Dead Pool,1988,"McAllister & Scott Streets (Hayes Valley), San Francisco",37.77800939999999 -122.4367039
The Dead Pool,1988,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District), San Francisco",37.800593 -122.399557
The Dead Pool,1988,"San Francisco National Military Cemetery (Lincoln Blvd., The Presidio, Golden Gate National Recreation Center), San Francisco",37.7998167 -122.4644702
The Dead Pool,1988,"Silver Restaurant (737 Washington Street, Chinatown), San Francisco",37.8002203 -122.4342895
The Dead Pool,1988,"Fremont Street Exit of Bay Bridge, San Francisco",37.7982799 -122.3778182
The Dead Pool,1988,"Folsom & Essex Streets, San Francisco",37.7863715 -122.3957134
The Dead Pool,1988,"Eber Electronics (2355 Market Street, Castro), San Francisco",37.7628254 -122.4342051
The Dead Pool,1988,"Clementina & Sumner Streets, San Francisco",37.7759045 -122.4100241
The Dead Pool,1988,"Carl & Cole Streets (Cole Valley), San Francisco",37.7658058 -122.4499855
The Dead Pool,1988,"710 Steiner Street (Hayes Valley), San Francisco",37.7760676 -122.4327231
The Dead Pool,1988,"550 El Camino Del Mar (Seacliff), San Francisco",37.7875379 -122.4899528
The Dead Pool,1988,"23rd & Iowa Streets (Dogpatch), San Francisco",37.7551696 -122.3918784
The Dead Pool,1988,"22nd Bet. Carolina & Rhode Island Streets (Potrero Hill), San Francisco",37.75763740000001 -122.3947287
The Dead Pool,1988,"22nd & Wisconsin Streets (Potrero Hill), San Francisco",37.7573061 -122.3989451
The Dead Pool,1988,"20th & De Haro Streets (Potrero Hill), San Francisco",37.759741 -122.4011214
The Dead Pool,1988,"1954 Mason Street (North Beach), San Francisco",37.8017281 -122.4127017
The Dead Pool,1988,"San Francisco General Hospital Medical Center (1001 Potrero Avenue, Potrero Hill), San Francisco",37.7556526 -122.4053537
The Diary of a Teenage Girl,2015,"Victoria Theatre, San Francisco",37.764853 -122.4188975
The Diary of a Teenage Girl,2015,"SPECS' Twelve Adler Museum Caf�, San Francisco",37.7976253 -122.4059732
The Diary of a Teenage Girl,2015,"Ocean Beach at Point Lobos, San Francisco",37.778507 -122.5139808
The Diary of a Teenage Girl,2015,"700 Kansas St., San Francisco",37.7607559 -122.403488
The Diary of a Teenage Girl,2015,"Presidio Branch Library, San Francisco",37.7888519 -122.444892
The Diary of a Teenage Girl,2015,"The Royal Oak, San Francisco",37.797001 -122.42225
The Diary of a Teenage Girl,2015,"Tonic, San Francisco",37.7986775 -122.4222097
The Diary of a Teenage Girl,2015,"Polk and Northpoint St., San Francisco",37.7914361 -122.4208795
The Diary of a Teenage Girl,2015,"770 Haight St., San Francisco",37.771831 -122.43489
The Diary of a Teenage Girl,2015,"Tank Hill Park, San Francisco",37.759931 -122.4477144
The Diary of a Teenage Girl,2015,"Hamburger Haven, San Francisco",37.7829633 -122.4678211
The Diary of a Teenage Girl,2015,"Higher Grounds Coffee House, San Francisco",37.7344121 -122.4337293
The Diary of a Teenage Girl,2015,"304 Lily St., San Francisco",37.7742084 -122.4261039
The Diary of a Teenage Girl,2015,"The Magazine at 920 Larkin, San Francisco",37.7864628 -122.418059
The Diary of a Teenage Girl,2015,"Geary St. from Polk to Larkin, San Francisco",37.7862197 -122.4185856
The Diary of a Teenage Girl,2015,"Yerba Buena Island, San Francisco",37.8108709 -122.3668348
The Enforcer,1976,"Sutter & Webster Streets, San Francisco",37.78629919999999 -122.4316575
The Enforcer,1976,"Hall of Justice, San Francisco",37.775471 -122.4037169
The Enforcer,1976,"Coit Tower, San Francisco",37.8023949 -122.4058222
The Enforcer,1976,"City Hall, San Francisco",37.7792597 -122.4192646
The Enforcer,1976,"Balmy Street (Mission District), San Francisco",37.7518112 -122.4124134
The Enforcer,1976,"Alcatraz Island, San Francisco",37.8269775 -122.4229555
The Enforcer,1976,"24th Street Mini Park (Mission District), San Francisco",37.7530458 -122.4085877
The Enforcer,1976,"23rd & Capp Streets (Mission District), San Francisco",37.7539117 -122.4175294
The Enforcer,1976,"Lefty O' Doul Drawbridge/ 3rd Street Bridge (3rd Street, China Basin), San Francisco",37.7766872 -122.3902418
The Fan,1996,"Candlestick Park (602 Jamestown Ave.), San Francisco",37.7135308 -122.3861392
The Game,1997,"Merchant Exchange Building (465 California Street), San Francisco",37.7925542 -122.4021254
The Game,1997,"Washington Street & Waverly Place (Chinatown), San Francisco",37.7950851 -122.4070174
The Game,1997,"Stockton Tunnel Southern Approach Overhang (Bush & Stockton Streets, Chinatown), San Francisco",37.7915624 -122.4074199
The Game,1997,"Sheraton Palace Hotel (639 Market Street), San Francisco",37.7881439 -122.4017237
The Game,1997,"Ritz-Carlton Hotel (600 Stockton Street), San Francisco",37.7917856 -122.40716
The Game,1997,"Presidio (Golden Gate National Recreation Area), San Francisco",37.8480388 -122.5294085
The Game,1997,"Merchant Exchange Building, San Francisco",37.7927806 -122.402175
The Game,1997,"Mason & California Streets (Nob Hill), San Francisco",37.791549 -122.4107938
The Game,1997,"Harrison Street (The Embarcadero), San Francisco",37.773267 -122.4091729
The Game,1997,"City Club (155 Sansome Street), San Francisco",37.7916758 -122.4009994
The Game,1997,"Bay Bridge, San Francisco",37.7982799 -122.3778182
The Game,1997,"Bank of America Building (555 California Street), San Francisco",37.792062 -122.4037148
The Game,1997,"301 Howard Street, San Francisco",37.7895408 -122.394228
The Game,1997,"1 Bush Street, San Francisco",37.7910468 -122.4000474
The Graduate,1967,"San Francisco Zoo (2701 Sloat Blvd.), San Francisco",37.7333055 -122.5043292
The Graduate,1967,"Bay Bridge, San Francisco",37.7982799 -122.3778182
The House on Telegraph Hill,1951,"Telegraph Hill, San Francisco",37.8013407 -122.4056674
The House on Telegraph Hill,1951,"Market Street, San Francisco",37.7734494 -122.4213231
The House on Telegraph Hill,1951,"Coit Tower, San Francisco",37.8023949 -122.4058222
The House on Telegraph Hill,1951,"1227 Montgomery Street, San Francisco",37.8004781 -122.404539
The Internship,2013,"Grant Ave from Sacramento to Clay, San Francisco",37.7958907 -122.4065447
The Internship,2013,"Montgomery and Union St., San Francisco",37.8010499 -122.4043889
The Internship,2013,"Epic Roasthouse, San Francisco",37.7908379 -122.3893566
The Internship,2013,"Players Arcade at Pier 39, San Francisco",37.811104 -122.410476
The Jazz Singer,1927,"Coffee Dan's (O'Farrell Street at Powell), San Francisco",37.7845559 -122.4228608
The Lady from Shanghai,1947,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park), San Francisco",37.7698293 -122.466105
The Lady from Shanghai,1947,"Mandarin Theatre (1021 Grant Avenue), San Francisco",37.796333 -122.407032
The Lady from Shanghai,1947,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
The Lady from Shanghai,1947,"Former Hall of Justice (750 Kearny Street at Washington), San Francisco",37.7951205 -122.4044887
The Lineup,1958,"War Memorial Opera House (401 Van Ness Avenue), San Francisco",37.7785999 -122.4208
The Lineup,1958,"The Embarcadero, San Francisco",37.7992627 -122.3976732
The Lineup,1958,"Sutro Baths (Point Lobos Avenue), San Francisco",37.7804369 -122.5136935
The Lineup,1958,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park), San Francisco",37.7698293 -122.466105
The Lineup,1958,"Pier 41, San Francisco",37.809167 -122.411389
The Lineup,1958,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill), San Francisco",37.79150509999999 -122.4104582
The Lineup,1958,"2090 Jackson Street, San Francisco",37.79340090000001 -122.4294272
The Love Bug,1968,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
The Love Bug,1968,"100 Block of Lombard Street, San Francisco",37.8040525 -122.403384
The Maltese Falcon,1941,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
The Maltese Falcon,1941,"Ferry Building, San Francisco",37.7955703 -122.3933208
The Maltese Falcon,1941,"Burritt Alley (Off Bush Street, between Powell and Stockton Streets), San Francisco",37.7883998 -122.4226917
The Master,2012,"Pier 7/ Embarcadero, San Francisco",37.7986725 -122.3968247
The Matrix,1999,"skyline/ exterior scenes, San Francisco",37.7749295 -122.4194155
The Net,1995,"Moscone Convention Center, San Francisco",37.7843234 -122.40069
The Net,1995,"Montgomery & Market Streets, San Francisco",37.7887998 -122.4020053
The Other Sister,1999,"Transbay Terminal (Mission Street at 1st Street), San Francisco",37.7893387 -122.3924805
The Other Sister,1999,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",37.8013901 -122.4101618
The Other Sister,1999,"Palace of Fine Arts (3301 Lyon Street), San Francisco",37.8029577 -122.4491929
The Parent Trap,1998,"Administration Building (Treasure Island), San Francisco",37.8172181 -122.3707037
The Presidio,1988,"Washington Street & Waverly Place (Chinatown), San Francisco",37.7950851 -122.4070174
The Presidio,1988,"Sansome Street (The Embarcadero), San Francisco",37.7979131 -122.4021425
The Presidio,1988,"Presidio (Golden Gate National Recreation Area), San Francisco",37.8480388 -122.5294085
The Presidio,1988,"Montgomery & Vallejo Streets (Telegraph Hill), San Francisco",37.799174 -122.4040675
The Presidio,1988,"Market & 2nd Streets, San Francisco",37.7892687 -122.4014241
The Presidio,1988,"Hayes & Polk Streets (Civic Center), San Francisco",37.7776332 -122.4181602
The Presidio,1988,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
The Presidio,1988,"Fort Point (Presidio, Golden Gate National Recreation Area), San Francisco",37.8106185 -122.4770527
The Presidio,1988,"Ferry Building, San Francisco",37.7955703 -122.3933208
The Presidio,1988,"Coit Tower, San Francisco",37.8023949 -122.4058222
The Presidio,1988,"Civic Center Plaza, San Francisco",37.7795107 -122.4176677
The Presidio,1988,"Battery Street (The Embarcadero), San Francisco",37.7974664 -122.4008365
The Presidio,1988,"900 Block of Grant Avenue (Chinatown), San Francisco",37.7952716 -122.4063847
The Presidio,1988,"700 Block of Jackson Street (Chinatown), San Francisco",37.7960356 -122.4066767
The Presidio,1988,"200 Block of Sansome Street (Financial District), San Francisco",37.7922626 -122.4007051
The Princess Diaries,2001,"724 Brazil Avenue, San Francisco",-5.517926999999999 -47.492546
The Princess Diaries,2001,"Fisherman's Wharf, San Francisco",37.8079996 -122.4177434
The Princess Diaries,2001,"Firestation #3 (Brazil Avenue and Athens Street), San Francisco",37.7163536 -122.4316876
The Princess Diaries,2001,"Cliff House (1090 Point Lobos Avenue), San Francisco",37.778507 -122.5139808
The Princess Diaries,2001,"Broadway Tunnel (Broadway between Powell and Larkin), San Francisco",37.796504 -122.4100932
The Princess Diaries,2001,"Baker Beach, San Francisco",37.7935724 -122.483638
The Princess Diaries,2001,"2601 Lyon Street, San Francisco",37.7946817 -122.4469671
The Pursuit of Happyness,2006,"Glen Park Subway Station, San Francisco",37.7330628 -122.4338194
The Pursuit of Happyness,2006,"Glide Memorial Church (434 Ellis St), San Francisco",37.785154 -122.4114072
The Pursuit of Happyness,2006,"Candlestick Park (602 Jamestown Ave.), San Francisco",37.7135308 -122.3861392
The Towering Inferno,1974,"2898 Vallejo Street, San Francisco",37.7942191 -122.4448439
The Pursuit of Happyness,2006,"Golden Gate Park Children's Playground , San Francisco",37.7683448 -122.4573784
The Right Stuff,1983,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets), San Francisco",37.7749295 -122.4194155
The Right Stuff,1983,"Cow Palace, San Francisco",37.707441 -122.4205027
The Right Stuff,1983,"City Hall, San Francisco",37.7792597 -122.4192646
The Right Stuff,1983,"Financial District, San Francisco",37.7945742 -122.3999445
The Rock,1996,"Palace of Fine Arts (3301 Lyon Street), San Francisco",37.8029577 -122.4491929
The Rock,1996,"The San Francisco Bay, San Francisco",37.7749295 -122.4194155
The Rock,1996,"New Russian Hill Market (1198 Pacific Avenue at Jones), San Francisco",37.7959824 -122.4148973
The Rock,1996,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
The Rock,1996,"Coit Tower, San Francisco",37.8023949 -122.4058222
The Rock,1996,"City Hall, San Francisco",37.7792597 -122.4192646
The Rock,1996,"Alcatraz Island, San Francisco",37.8269775 -122.4229555
The Sweetest Thing,2002,"Golden Gate National Recreation Area, San Francisco",37.8480388 -122.5294085
The Ten Commandments,1956,"St. Peter & Paul's Church (666 Filbert Street, Washington Square), San Francisco",37.8013901 -122.4101618
The Times of Harvey Milk,1984,"The Castro, San Francisco",37.7609082 -122.4350043
The Towering Inferno,1974,"Bank of America Building (555 California Street, Financial District), San Francisco",37.792062 -122.4037148
The Towering Inferno,1974,"San Francisco Fire Station 38 (2150 California Street, Pacific Heights), San Francisco",37.7896652 -122.4299581
The Towering Inferno,1974,"Hyatt Regency Hotel (5 Embarcadero Center, Financial District), San Francisco",37.794372 -122.395843
The Towering Inferno,1974,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",37.7918581 -122.4134328
The Towering Inferno,1974,"Firestation #38 (California & Laguna), San Francisco",37.7896652 -122.4299581
The Towering Inferno,1974,"Fairmont Hotel (950 Mason Street, Nob Hill), San Francisco",37.7923723 -122.4105611
The Wedding Planner,2001,"Grace Cathedral Episcopal Church (1100 California Street), San Francisco",37.7918581 -122.4134328
The Wedding Planner,2001,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park), San Francisco",37.7698293 -122.466105
The Wedding Planner,2001,"Pleasant Street at Taylor, San Francisco",37.7930065 -122.4127468
The Wedding Planner,2001,"Pier 7 (The Embarcadero), San Francisco",37.7986725 -122.3968247
The Wedding Planner,2001,"Montgomery Street at Union Street, San Francisco",37.8010499 -122.4043889
The Wedding Planner,2001,"Lincoln Park, San Francisco",37.782836 -122.5116181
The Wedding Planner,2001,"Japanese Tea Garden (Hagiwara Tea Garden Drive, Golden Gate Park), San Francisco",37.7700914 -122.470436
The Wedding Planner,2001,"City Hall, San Francisco",37.7792597 -122.4192646
The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley), San Francisco",37.7762593 -122.432758
The Woman In Red,1984,"Brocklebank Apartments (1000 Mason Street), San Francisco",37.7931691 -122.4105791
The Woman In Red,1984,"Palace of Fine Arts (3301 Lyon Street), San Francisco",37.8029577 -122.4491929
The Woman In Red,1984,"Montgomery Street at Union Street, San Francisco",37.8010499 -122.4043889
Time After Time,1979,"Lombard & Laguna Streets (Marina District), San Francisco",37.800526 -122.4311473
Time After Time,1979,"Lombard & Fillmore Streets (Marina District), San Francisco",37.7998947 -122.4360847
Time After Time,1979,"Lombard & Divisadero Streets (Marina District), San Francisco",37.7989556 -122.4426451
Time After Time,1979,"Lombard & Broderick Streets (Marina District), San Francisco",37.798857 -122.4443557
Time After Time,1979,"Justin Herman Plaza, San Francisco",37.7951195 -122.3952007
Time After Time,1979,"Intersection of Fulton & 6th Streets (Chinatown), San Francisco",37.7941378 -122.4077914
Time After Time,1979,"Intersection of California & Grant Streets (Richmond District), San Francisco",37.7924638 -122.405954
Time After Time,1979,"Hyatt Regency Hotel (5 Embarcadero Center), San Francisco",37.794372 -122.395843
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill), San Francisco",37.7921814 -122.4121737
Time After Time,1979,"Golden Gate Park, San Francisco",37.7694208 -122.4862138
Time After Time,1979,"Golden Gate Bridge, San Francisco",37.8190603 -122.4781232
Time After Time,1979,"Ghirardelli Square (900 North Point Street, Fisherman's Wharf), San Francisco",37.8058763 -122.4229502
Time After Time,1979,"Chestnut & Divisadero Streets (Marina District), San Francisco",37.7999844 -122.44287
Time After Time,1979,"California Academy of Sciences (Golden Gate Park), San Francisco",37.7698646 -122.4660947
Time After Time,1979,"Broadway at Osgood Street (North Beach), San Francisco",37.7983316 -122.4030955
Time After Time,1979,"2340 Francisco Street, San Francisco",37.801067 -122.4438707
Time After Time,1979,"100 Block of Union Street (Cow Hollow), San Francisco",37.7970944 -122.4355125
Time After Time,1979,"Old St. Mary's Church (660 California Street at Grant), San Francisco",37.7926354 -122.4057717
Time After Time,1979,"United Nations Plaza (Civic Center), San Francisco",37.78007780000001 -122.4141004
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill), San Francisco",37.7553614 -122.4051687
Time After Time,1979,"Palace of Fine Arts (3301 Lyon Street), San Francisco",37.8029577 -122.4491929
Time After Time,1979,"One Embarcadero Center (Financial District), San Francisco",37.7946507 -122.3998262
Time After Time,1979,"Merchant Exchange (465 California Street at Leidesdorff), San Francisco",37.7927806 -122.402175
Time After Time,1979,"Marina Green (Marina District), San Francisco",37.8069514 -122.4393511
Tucker: The Man and His Dream,1988,"City Hall, San Francisco",37.7792597 -122.4192646
Twisted,2004,"Red's Java House (Pier 30-32, The Embarcadero), San Francisco",37.7872148 -122.3874311
Twisted,2004,"Piers 30-32, San Francisco",37.7871426 -122.3874048
Twisted,2004,"Pier 39, San Francisco",37.80867300000001 -122.409821
Twisted,2004,"Mojito (1337-1339 Grant Avenue), San Francisco",37.7992708 -122.4074228
Twisted,2004,"McCovey Point, China Basin Park (24 Willy Mays Plaza), San Francisco",37.7785951 -122.3892698
